full_name,team,Position,Price,round,opponent_team,was_home,minutes,total_points,element,fixture,kickoff_time,team_h_score,team_a_score,modified,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
cristhian_mosquera,Arsenal,DF,5.5,2,Aston Villa,False,78,6,11,20,2026-08-31T19:00:00Z,0,1,False,0,0,1,0,0,0,0,0,0,0,0,25,10.2,1.4,0.0,1.2,4,0,0,4,1,0.00,0.01,0.01,0.33,55,-30539,566006,15410,45949
bukayo_saka,Arsenal,MD,9.5,2,Aston Villa,False,90,11,12,20,2026-08-31T19:00:00Z,0,1,False,1,0,1,0,0,0,0,0,0,0,3,46,41.0,8.0,44.0,9.3,3,6,2,11,1,0.63,0.04,0.67,0.33,95,53683,1039189,88913,35230
declan_rice,Arsenal,MD,7.5,2,Aston Villa,False,84,5,13,20,2026-08-31T19:00:00Z,0,1,False,0,0,1,0,0,0,0,0,0,0,0,19,24.0,27.6,0.0,5.2,2,7,3,12,1,0.00,0.10,0.10,0.33,75,-122235,1662633,35487,157722
eberechi_eze,Arsenal,MD,6.5,2,Aston Villa,False,45,1,14,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,6,1.6,2.0,2.0,0.6,0,3,0,3,0,0.00,0.07,0.07,0.24,65,-38776,169814,5716,44492
martin_ødegaard,Arsenal,MD,6.6,2,Aston Villa,False,70,3,15,20,2026-08-31T19:00:00Z,0,1,False,0,0,1,0,0,0,0,0,0,0,0,13,6.8,6.8,5.0,1.9,2,1,2,5,1,0.08,0.07,0.15,0.33,66,252699,1174125,289559,36860
noni_madueke,Arsenal,MD,6.4,2,Aston Villa,False,0,0,16,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,64,-6819,29476,1412,8231
mikel_merino zazón,Arsenal,MD,6.0,2,Aston Villa,False,19,1,17,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,7,2.8,1.0,0.0,0.4,0,4,0,4,0,0.00,0.00,0.00,0.00,60,-12835,58253,2422,15257
gabriel_martinelli silva,Arsenal,MD,6.4,2,Aston Villa,False,0,0,18,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,64,-5718,19331,1318,7036
martín_zubimendi ibáñez,Arsenal,MD,5.5,2,Aston Villa,False,5,1,19,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,5,4.8,0.9,0.0,0.6,0,0,2,2,0,0.00,0.00,0.00,0.00,55,-19013,94430,1579,20592
max_dowman,Arsenal,MD,5.4,2,Aston Villa,False,0,0,20,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-1857,8233,473,2330
ethan_nwaneri,Arsenal,MD,5.5,2,Aston Villa,False,0,0,22,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-248,1254,76,324
fábio_ferreira vieira,Arsenal,MD,5.5,2,Aston Villa,False,0,0,23,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-135,979,80,215
reiss_nelson,Arsenal,MD,5.5,2,Aston Villa,False,0,0,24,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-108,966,64,172
viktor_gyökeres,Arsenal,FW,7.4,2,Aston Villa,False,0,0,25,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,74,-229353,650596,8776,238129
kai_havertz,Arsenal,FW,7.5,2,Aston Villa,False,90,2,26,20,2026-08-31T19:00:00Z,0,1,False,0,0,1,0,0,0,0,0,0,0,0,5,2.4,3.4,23.0,2.9,0,5,0,5,1,0.02,0.03,0.05,0.33,75,148783,752082,187608,38825
gabriel_fernando de jesus,Arsenal,FW,6.0,2,Aston Villa,False,0,0,27,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,-5264,32779,1914,7178
ezri_konsa ngoyo,Arsenal,DF,4.5,2,Aston Villa,False,11,1,31,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,3,3.2,0.1,0.0,0.3,1,0,0,1,0,0.00,0.00,0.00,0.00,45,-179766,1061562,49821,229587
bruno_guimarães rodriguez moura,Arsenal,MD,6.9,2,Aston Villa,False,19,1,452,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,4,1.4,0.8,2.0,0.4,0,3,0,3,0,0.00,0.01,0.01,0.00,69,-125705,265263,850,126555
christos_tzolis,Arsenal,MD,6.5,2,Aston Villa,False,45,0,557,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,1,0,0,0,1,0.0,11.8,4.0,1.6,1,2,0,3,1,0.00,0.01,0.01,0.10,65,180987,2597617,236687,55700
marco_bizot,Aston Villa,GK,4.5,2,Arsenal,True,0,0,29,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-36,13320,845,881
lucas_digne,Aston Villa,DF,4.5,2,Arsenal,True,0,0,30,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-4977,8690,0,4977
matty_cash,Aston Villa,DF,4.5,2,Arsenal,True,77,2,32,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,1,0,0,0,0,0,0,0,8,14.0,1.8,7.0,2.3,2,1,4,6,1,0.15,0.01,0.16,1.04,45,-79349,749133,26978,106327
tyrone_mings,Aston Villa,DF,4.5,2,Arsenal,True,0,0,33,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-254,38144,3253,3507
pau_torres,Aston Villa,DF,4.5,2,Arsenal,True,90,2,34,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,1,0,0,0,0,0,0,0,6,11.0,0.8,0.0,1.2,3,8,1,4,1,0.00,0.01,0.01,1.04,45,-3229,41549,1831,5060
lamare_bogarde,Aston Villa,MD,5.0,2,Arsenal,True,0,0,35,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-349,6973,636,985
ian_maatsen,Aston Villa,DF,4.5,2,Arsenal,True,90,1,36,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,1,0,0,0,1,0,0,0,-5,4.8,0.5,12.0,1.7,5,2,3,8,1,0.07,0.00,0.07,1.04,45,-6312,72655,2546,8858
victor_lindelöf,Aston Villa,DF,4.5,2,Arsenal,True,90,2,37,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,1,0,0,0,0,0,0,0,10,15.0,1.2,0.0,1.6,6,1,1,7,1,0.00,0.08,0.08,1.04,45,-2236,27172,1775,4011
andrés_garcía,Aston Villa,DF,4.0,2,Arsenal,True,0,0,38,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-6584,167046,7339,13923
kosta_nedeljkovic,Aston Villa,DF,4.0,2,Arsenal,True,0,0,39,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-7238,21591,0,7238
emiliano_buendía stati,Aston Villa,MD,6.0,2,Arsenal,True,90,2,41,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,1,0,0,0,0,0,0,0,9,5.0,13.2,9.0,2.7,0,4,1,5,1,0.04,0.02,0.06,1.04,60,-16866,114718,5020,21886
leon_bailey,Aston Villa,MD,5.5,2,Arsenal,True,0,0,44,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-1655,14192,1002,2657
john_mcginn,Aston Villa,MD,5.5,2,Arsenal,True,90,1,45,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,1,0,0,0,1,0,0,0,2,0.0,12.0,10.0,1.7,1,2,1,4,1,0.05,0.05,0.10,1.04,55,-37047,274653,7606,44653
ross_barkley,Aston Villa,MD,5.0,2,Arsenal,True,77,2,46,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,1,0,0,0,0,0,0,0,23,12.8,23.3,2.0,3.8,1,6,3,10,1,0.03,0.02,0.05,1.04,50,-841,23246,1875,2716
boubacar_kamara,Aston Villa,MD,5.0,2,Arsenal,True,90,2,47,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,1,0,0,0,0,0,0,0,13,10.6,14.2,0.0,2.5,3,4,1,8,1,0.00,0.03,0.03,1.04,50,-2250,33591,2489,4739
amadou_onana,Aston Villa,MD,5.0,2,Arsenal,True,0,0,48,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-372,2156,157,529
samuel_iling-junior,Aston Villa,MD,5.0,2,Arsenal,True,0,0,49,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-120,271,0,120
bradley_burrowes,Aston Villa,MD,4.5,2,Arsenal,True,0,0,50,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-3255,64781,3513,6768
george_hemmings,Aston Villa,MD,4.5,2,Arsenal,True,70,2,51,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,1,0,0,0,0,0,0,0,5,1.8,4.3,0.0,0.6,0,4,2,6,1,0.00,0.01,0.01,1.01,45,3259,72550,8743,5484
alysson edward franco_da rocha dos santos,Aston Villa,MD,5.0,2,Arsenal,True,19,0,52,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,1,0,0,0,2,1.2,0.8,2.0,0.4,0,1,1,2,0,0.00,0.00,0.00,0.02,50,-253,4426,343,596
johan_manzambi,Aston Villa,MD,6.0,2,Arsenal,True,0,0,53,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,-8558,18618,232,8790
joao_gomes,Aston Villa,MD,5.5,2,Arsenal,True,0,0,54,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-1729,5096,154,1883
ollie_watkins,Aston Villa,FW,7.9,2,Arsenal,True,0,0,55,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,79,-265828,734872,10632,276460
tammy_abraham,Aston Villa,FW,5.5,2,Arsenal,True,19,1,56,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1.3,0.0,0.1,0,0,0,0,0,0.00,0.00,0.00,0.02,55,-2086,10592,597,2683
alejandro_garnacho ferreyra,Aston Villa,MD,6.0,2,Arsenal,True,12,1,160,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,3,0.2,2.0,0.0,0.2,0,2,0,2,0,0.00,0.00,0.00,0.00,60,-8554,53506,2021,10575
nicolas_jackson,Aston Villa,FW,6.5,2,Arsenal,True,70,2,166,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,1,0,0,0,0,0,0,0,11,4.2,5.9,2.0,1.2,0,3,0,3,1,0.00,0.10,0.10,1.01,65,-2878,63340,26989,5175
brian_madjo,Aston Villa,FW,5.5,2,Arsenal,True,0,0,582,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-7757,40291,1166,8923
matteo_ruggeri,Aston Villa,DF,4.5,2,Arsenal,True,0,0,596,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-243,10673,856,1099
zion_suzuki,Aston Villa,GK,5.0,2,Arsenal,True,90,2,597,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,1,0,0,0,0,0,1,0,8,13.6,0.0,0.0,1.4,2,9,0,0,1,0.00,0.00,0.00,1.04,50,-2542,82325,4229,6771
triston_rowe,Aston Villa,DF,4.0,2,Arsenal,True,0,0,606,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,1314,5947,1560,246
luka_lynch,Aston Villa,MD,4.5,2,Arsenal,True,0,0,607,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,2771,8874,3603,832
aaron_wan-bissaka,Aston Villa,DF,4.5,2,Arsenal,True,12,1,611,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,4,3.6,0.8,0.0,0.4,0,0,2,2,0,0.00,0.00,0.00,0.00,45,1383,4588,1549,166
leon_goretzka,Aston Villa,MD,6.0,2,Arsenal,True,0,0,618,20,2026-08-31T19:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,205,386,212,7
đorđe_petrović,Bournemouth,GK,4.5,2,Everton,True,90,3,57,12,2026-08-29T14:00:00Z,1,1,False,0,0,0,1,0,0,0,0,0,5,0,20,33.8,0.0,0.0,3.4,3,8,0,0,1,0.00,0.00,0.00,1.84,45,11325,332768,25378,14053
fraser_forster,Bournemouth,GK,4.0,2,Everton,True,0,0,58,12,2026-08-29T14:00:00Z,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-1091,317899,9562,10653
will_dennis,Bournemouth,GK,4.0,2,Everton,True,0,0,59,12,2026-08-29T14:00:00Z,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-384,18847,1133,1517
james_hill,Bournemouth,DF,5.5,2,Everton,True,90,4,60,12,2026-08-29T14:00:00Z,1,1,False,0,0,0,1,0,0,0,0,0,0,0,19,25.6,21.0,4.0,5.1,9,3,3,12,1,0.00,0.74,0.74,1.84,55,2412,89428,9153,6741
adrien_truffert,Bournemouth,DF,5.5,2,Everton,True,90,4,61,12,2026-08-29T14:00:00Z,1,1,False,0,0,0,1,0,0,0,0,0,0,2,27,27.8,23.7,4.0,5.6,7,6,2,9,1,0.00,0.07,0.07,1.84,55,-5220,417325,20601,25821
bafodé_diakité,Bournemouth,DF,5.0,2,Everton,True,0,0,62,12,2026-08-29T14:00:00Z,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,401,19940,2722,2321
veljko_milosavljevic,Bournemouth,DF,5.0,2,Everton,True,0,0,63,12,2026-08-29T14:00:00Z,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-222,1026,74,296
adam_smith,Bournemouth,DF,4.5,2,Everton,True,90,1,64,12,2026-08-29T14:00:00Z,1,1,False,0,0,0,1,0,0,0,1,0,0,0,5,15.6,15.7,0.0,3.1,4,0,2,6,1,0.00,0.02,0.02,1.84,45,1827,13789,2845,1018
julián_araujo zúñiga,Bournemouth,DF,4.5,2,Everton,True,0,0,65,12,2026-08-29T14:00:00Z,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-418,1571,88,506
julio_soler barreto,Bournemouth,DF,4.0,2,Everton,True,0,0,66,12,2026-08-29T14:00:00Z,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-2011,18565,416,2427
rayan vitor_simplício rocha,Bournemouth,MD,6.5,2,Everton,True,90,2,67,12,2026-08-29T14:00:00Z,1,1,False,0,0,0,1,0,0,0,0,0,0,0,4,8.6,3.5,44.0,5.6,1,3,1,5,1,0.40,0.02,0.42,1.84,65,1501,276541,23680,22179
marcus_tavernier,Bournemouth,MD,6.0,2,Everton,True,90,1,68,12,2026-08-29T14:00:00Z,1,1,False,0,0,0,1,0,0,0,1,0,0,0,20,15.0,38.3,11.0,6.4,1,6,4,11,1,0.09,0.21,0.30,1.84,60,74776,254437,87207,12431
alex_scott,Bournemouth,MD,6.0,2,Everton,True,86,12,69,12,2026-08-29T14:00:00Z,1,1,False,1,0,1,0,0,0,0,1,0,0,3,39,47.6,32.1,21.0,10.1,3,9,3,15,1,0.26,0.27,0.53,1.71,60,-4366,145926,8520,12886
justin_kluivert,Bournemouth,MD,6.0,2,Everton,True,80,3,70,12,2026-08-29T14:00:00Z,1,1,False,0,0,1,0,0,0,0,0,0,0,0,12,11.2,26.9,57.0,9.5,0,5,0,5,1,0.61,0.05,0.66,1.67,60,6731,123176,16321,9590
lewis_cook,Bournemouth,MD,5.0,2,Everton,True,68,3,71,12,2026-08-29T14:00:00Z,1,1,False,0,0,1,0,0,0,0,0,0,0,0,13,3.8,12.8,0.0,1.7,0,2,0,2,1,0.00,0.01,0.01,1.67,50,1552,18237,3259,1707
ben_gannon-doak,Bournemouth,MD,5.0,2,Everton,True,0,0,72,12,2026-08-29T14:00:00Z,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-468,8171,365,833
tyler_adams,Bournemouth,MD,5.0,2,Everton,True,21,1,73,12,2026-08-29T14:00:00Z,1,1,False,0,0,0,1,0,0,0,0,0,0,0,4,1.6,1.3,0.0,0.3,0,3,0,3,0,0.00,0.00,0.00,0.16,50,177,22708,3032,2855
david_brooks,Bournemouth,MD,5.0,2,Everton,True,9,1,74,12,2026-08-29T14:00:00Z,1,1,False,0,0,0,1,0,0,0,0,0,0,0,3,0.0,1.6,0.0,0.1,0,0,0,0,0,0.00,0.01,0.01,0.16,50,-93,5133,602,695
ryan_christie,Bournemouth,MD,5.0,2,Everton,True,3,1,75,12,2026-08-29T14:00:00Z,1,1,False,0,0,0,1,0,0,0,0,0,0,0,5,2.8,0.3,0.0,0.3,0,1,1,2,0,0.00,0.00,0.00,0.13,50,364,1962,560,196
alex_tóth,Bournemouth,MD,5.0,2,Everton,True,0,0,76,12,2026-08-29T14:00:00Z,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-46,1576,100,146
amine_adli,Bournemouth,MD,5.0,2,Everton,True,0,0,77,12,2026-08-29T14:00:00Z,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-922,2226,54,976
junior_kroupi,Bournemouth,MD,7.5,2,Everton,True,0,0,78,12,2026-08-29T14:00:00Z,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,75,-12946,30734,462,13408
francisco evanilson_de lima barbosa,Bournemouth,FW,6.0,2,Everton,True,80,5,79,12,2026-08-29T14:00:00Z,1,1,False,0,1,1,0,0,0,0,0,0,0,0,11,15.0,22.2,22.0,5.9,1,2,0,3,1,0.58,0.04,0.62,1.67,60,53599,300527,72625,19026
enes_ünal,Bournemouth,FW,5.5,2,Everton,True,0,0,80,12,2026-08-29T14:00:00Z,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-1070,2487,0,1070
álvaro_rodríguez,Bournemouth,FW,6.0,2,Everton,True,9,1,81,12,2026-08-29T14:00:00Z,1,1,False,0,0,0,1,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0,1,0,1,0,0.00,0.00,0.00,0.16,60,-182,11569,1000,1182
antónio joão_pereira de albuquerque tavares da silva,Bournemouth,DF,5.0,2,Everton,True,90,4,566,12,2026-08-29T14:00:00Z,1,1,False,0,0,0,1,0,0,0,0,0,0,0,11,18.6,1.8,13.0,3.3,8,4,2,10,1,0.25,0.03,0.28,1.84,50,5175,36812,7365,2190
juanlu_sánchez,Bournemouth,DF,4.5,2,Everton,True,0,0,573,12,2026-08-29T14:00:00Z,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-1013,21445,452,1465
daniel_jebbison,Bournemouth,FW,5.0,2,Everton,True,0,0,608,12,2026-08-29T14:00:00Z,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,2056,4738,2477,421
michele_di gregorio,Bournemouth,GK,4.5,2,Everton,True,0,0,615,12,2026-08-29T14:00:00Z,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,214,593,241,27
caoimhín_kelleher,Brentford,GK,5.0,2,Leeds,False,90,2,82,17,2026-08-30T13:00:00Z,1,1,False,0,0,0,1,0,0,0,0,0,1,0,7,9.4,0.0,0.0,0.9,2,4,0,0,1,0.00,0.00,0.00,1.46,50,54510,649790,74434,19924
hákon rafn_valdimarsson,Brentford,GK,4.5,2,Leeds,False,0,0,83,17,2026-08-30T13:00:00Z,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-248,10896,642,890
nathan_collins,Brentford,DF,5.5,2,Leeds,False,90,3,84,17,2026-08-30T13:00:00Z,1,1,False,0,0,0,1,0,0,0,1,0,0,0,14,28.0,0.9,34.0,6.3,11,8,2,13,1,0.17,0.01,0.18,1.46,55,15716,207535,25089,9373
sepp_van den berg,Brentford,DF,5.0,2,Leeds,False,0,0,85,17,2026-08-30T13:00:00Z,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-3978,10710,145,4123
