full_name,team,Position,Price,round,opponent_team,was_home,minutes,total_points,element,fixture,kickoff_time,team_h_score,team_a_score,modified,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
marco_bizot,Aston Villa,GK,4.5,1,Brighton,False,90,1,29,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,4,0,0,0,0,0,3,0,1,28.2,0.0,0.0,2.8,2,6,0,0,1,0.00,0.00,0.00,3.77,45,0,10183,0,0
lucas_digne,Aston Villa,DF,4.5,1,Brighton,False,0,0,30,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,13780,0,0
matty_cash,Aston Villa,DF,4.5,1,Brighton,False,90,-1,32,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,4,0,0,0,1,0,0,0,-8,12.0,1.1,0.0,1.3,5,0,2,7,1,0.00,0.00,0.00,3.77,45,0,789072,0,0
tyrone_mings,Aston Villa,DF,4.5,1,Brighton,False,16,1,33,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,0,0,0,0,0,0,0,0,5,2.0,0.0,0.0,0.2,0,0,1,1,0,0.00,0.00,0.00,0.22,45,0,29034,0,0
pau_torres,Aston Villa,DF,4.5,1,Brighton,False,73,0,34,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,4,0,0,0,0,0,0,0,-14,0.0,0.7,0.0,0.0,5,1,0,5,1,0.00,0.00,0.00,3.55,45,0,38472,0,0
lamare_bogarde,Aston Villa,MD,5.0,1,Brighton,False,16,1,35,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,0,0,0,0,0,0,0,0,3,2.2,0.5,0.0,0.3,1,0,0,1,0,0.00,0.00,0.00,0.22,50,0,5822,0,0
ian_maatsen,Aston Villa,DF,4.5,1,Brighton,False,81,0,36,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,4,0,0,0,0,0,0,0,-9,9.2,0.8,3.0,1.3,7,2,2,9,1,0.03,0.00,0.03,3.62,45,0,71952,0,0
victor_lindelöf,Aston Villa,DF,4.5,1,Brighton,False,90,-2,37,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,4,1,0,0,0,0,0,0,-13,1.8,0.1,0.0,0.2,3,1,0,3,1,0.00,0.00,0.00,3.77,45,0,24630,0,0
andrés_garcía,Aston Villa,DF,4.0,1,Brighton,False,0,0,38,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,157304,0,0
kosta_nedeljkovic,Aston Villa,DF,4.0,1,Brighton,False,0,0,39,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,29043,0,0
emiliano_buendía stati,Aston Villa,MD,6.0,1,Brighton,False,85,2,41,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,4,0,0,0,0,0,0,0,4,0.0,16.3,8.0,2.2,3,3,1,7,1,0.13,0.09,0.22,3.62,60,0,120830,0,0
leon_bailey,Aston Villa,MD,5.5,1,Brighton,False,0,0,44,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,12940,0,0
john_mcginn,Aston Villa,MD,5.5,1,Brighton,False,81,1,45,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,4,0,0,0,1,0,0,0,8,1.6,2.4,1.0,0.5,2,3,1,6,1,0.04,0.01,0.05,3.62,55,0,290994,0,0
ross_barkley,Aston Villa,MD,5.0,1,Brighton,False,73,2,46,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,4,0,0,0,0,0,0,0,11,9.4,21.4,7.0,3.8,1,0,0,1,1,0.10,0.02,0.12,3.55,50,0,20508,0,0
boubacar_kamara,Aston Villa,MD,5.0,1,Brighton,False,90,2,47,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,4,0,0,0,0,0,0,0,9,11.2,2.8,0.0,1.4,3,2,2,7,1,0.00,0.00,0.00,3.77,50,0,31172,0,0
amadou_onana,Aston Villa,MD,5.0,1,Brighton,False,0,0,48,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,2081,0,0
samuel_iling-junior,Aston Villa,MD,5.0,1,Brighton,False,0,0,49,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,394,0,0
bradley_burrowes,Aston Villa,MD,4.5,1,Brighton,False,0,0,50,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,60228,0,0
george_hemmings,Aston Villa,MD,4.5,1,Brighton,False,90,2,51,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,4,0,0,0,0,0,0,0,12,10.6,11.6,2.0,2.4,0,2,3,5,1,0.00,0.00,0.00,3.77,45,0,60759,0,0
alysson edward franco_da rocha dos santos,Aston Villa,MD,5.0,1,Brighton,False,8,1,52,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,0,0,0,0,0,0,0,0,5,4.0,0.0,0.0,0.4,1,1,1,3,0,0.00,0.00,0.00,0.14,50,0,3792,0,0
johan_manzambi,Aston Villa,MD,6.0,1,Brighton,False,0,0,53,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,0,26624,0,0
joao_gomes,Aston Villa,MD,5.5,1,Brighton,False,39,-2,54,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,4,0,0,0,0,1,0,0,-2,1.0,11.0,0.0,1.2,1,2,4,7,1,0.00,0.01,0.01,2.58,55,0,6573,0,0
ollie_watkins,Aston Villa,FW,8.0,1,Brighton,False,0,0,55,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,80,0,898121,0,0
tammy_abraham,Aston Villa,FW,5.5,1,Brighton,False,0,0,56,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,11764,0,0
alejandro_garnacho ferreyra,Aston Villa,MD,6.0,1,Brighton,False,4,1,160,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.14,60,0,54802,0,0
nicolas_jackson,Aston Villa,FW,6.5,1,Fulham,False,0,0,166,10,2026-08-24T19:00:00Z,2,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,65,0,29435,0,0
brian_madjo,Aston Villa,FW,5.5,1,Brighton,False,0,0,582,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,46241,0,0
matteo_ruggeri,Aston Villa,DF,4.5,1,Brighton,False,8,1,596,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,0,0,0,0,0,0,0,0,3,4.0,0.0,0.0,0.4,0,0,2,2,0,0.00,0.00,0.00,0.14,45,0,7884,0,0
zion_suzuki,Aston Villa,GK,5.0,1,Brighton,False,0,0,597,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,61739,0,0
triston_rowe,Aston Villa,DF,4.0,1,Brighton,False,0,0,606,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,0,0,0
luka_lynch,Aston Villa,MD,4.5,1,Brighton,False,0,0,607,7,2026-08-23T13:00:00Z,4,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,0,0,0
đorđe_petrović,Bournemouth,GK,4.5,1,Man City,False,90,2,57,8,2026-08-23T13:00:00Z,2,1,False,0,0,0,2,0,0,0,0,0,4,0,13,36.8,0.0,0.0,3.7,2,5,0,0,1,0.00,0.00,0.00,2.25,45,0,288326,0,0
fraser_forster,Bournemouth,GK,4.0,1,Man City,False,0,0,58,8,2026-08-23T13:00:00Z,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,283903,0,0
will_dennis,Bournemouth,GK,4.0,1,Man City,False,0,0,59,8,2026-08-23T13:00:00Z,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,16822,0,0
james_hill,Bournemouth,DF,5.5,1,Man City,False,90,1,60,8,2026-08-23T13:00:00Z,2,1,False,0,0,0,2,0,0,0,0,0,0,0,0,11.6,0.3,0.0,1.2,5,1,1,6,1,0.00,0.00,0.00,2.25,55,0,72436,0,0
adrien_truffert,Bournemouth,DF,5.5,1,Man City,False,90,1,61,8,2026-08-23T13:00:00Z,2,1,False,0,0,0,2,0,0,0,0,0,0,0,0,15.4,1.3,0.0,1.7,5,7,2,7,1,0.00,0.00,0.00,2.25,55,0,392050,0,0
bafodé_diakité,Bournemouth,DF,5.0,1,Man City,False,0,0,62,8,2026-08-23T13:00:00Z,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,15573,0,0
veljko_milosavljevic,Bournemouth,DF,5.0,1,Man City,False,0,0,63,8,2026-08-23T13:00:00Z,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,1122,0,0
adam_smith,Bournemouth,DF,4.5,1,Man City,False,90,1,64,8,2026-08-23T13:00:00Z,2,1,False,0,0,0,2,0,0,0,0,0,0,0,4,7.0,0.6,0.0,0.8,4,3,1,5,1,0.00,0.00,0.00,2.25,45,0,8561,0,0
julián_araujo zúñiga,Bournemouth,DF,4.5,1,Man City,False,0,0,65,8,2026-08-23T13:00:00Z,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,1775,0,0
julio_soler barreto,Bournemouth,DF,4.0,1,Man City,False,0,0,66,8,2026-08-23T13:00:00Z,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,19739,0,0
rayan vitor_simplício rocha,Bournemouth,MD,6.5,1,Man City,False,88,2,67,8,2026-08-23T13:00:00Z,2,1,False,0,0,0,1,0,0,0,0,0,0,0,9,6.2,11.3,17.0,3.5,1,0,0,1,1,0.04,0.03,0.07,2.06,65,0,242374,0,0
marcus_tavernier,Bournemouth,MD,6.0,1,Man City,False,90,10,68,8,2026-08-23T13:00:00Z,2,1,False,1,0,0,2,0,0,0,0,0,0,3,32,40.0,17.2,18.0,7.5,2,4,2,8,1,0.40,0.08,0.48,2.25,60,0,139421,0,0
alex_scott,Bournemouth,MD,6.0,1,Man City,False,90,2,69,8,2026-08-23T13:00:00Z,2,1,False,0,0,0,2,0,0,0,0,0,0,0,17,11.4,4.8,0.0,1.6,1,6,4,11,1,0.00,0.01,0.01,2.25,60,0,134668,0,0
justin_kluivert,Bournemouth,MD,6.0,1,Man City,False,74,3,70,8,2026-08-23T13:00:00Z,2,1,False,0,0,1,0,0,0,0,0,0,0,0,15,11.0,14.3,17.0,4.2,1,5,3,9,1,0.11,0.00,0.11,1.94,60,0,96045,0,0
lewis_cook,Bournemouth,MD,5.0,1,Man City,False,75,3,71,8,2026-08-23T13:00:00Z,2,1,False,0,0,1,0,0,0,0,0,0,0,0,8,4.6,2.1,0.0,0.7,3,3,1,7,1,0.00,0.00,0.00,1.94,50,0,13065,0,0
ben_gannon-doak,Bournemouth,MD,5.0,1,Man City,False,1,1,72,8,2026-08-23T13:00:00Z,2,1,False,0,0,0,1,0,0,0,0,0,0,0,3,0.2,0.1,2.0,0.2,0,1,0,1,0,0.00,0.00,0.00,0.19,50,0,7889,0,0
tyler_adams,Bournemouth,MD,5.0,1,Man City,False,15,1,73,8,2026-08-23T13:00:00Z,2,1,False,0,0,0,2,0,0,0,0,0,0,0,4,3.6,0.6,0.0,0.4,3,0,0,3,0,0.00,0.00,0.00,0.31,50,0,19512,0,0
david_brooks,Bournemouth,MD,5.0,1,Man City,False,0,0,74,8,2026-08-23T13:00:00Z,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,4610,0,0
ryan_christie,Bournemouth,MD,5.0,1,Man City,False,0,0,75,8,2026-08-23T13:00:00Z,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,1007,0,0
alex_tóth,Bournemouth,MD,5.0,1,Man City,False,15,1,76,8,2026-08-23T13:00:00Z,2,1,False,0,0,0,2,0,0,0,0,0,0,0,5,2.8,0.6,0.0,0.3,0,1,1,2,0,0.00,0.00,0.00,0.31,50,0,1238,0,0
amine_adli,Bournemouth,MD,5.0,1,Man City,False,0,0,77,8,2026-08-23T13:00:00Z,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,3087,0,0
junior_kroupi,Bournemouth,MD,7.5,1,Man City,False,0,0,78,8,2026-08-23T13:00:00Z,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,75,0,42378,0,0
francisco evanilson_de lima barbosa,Bournemouth,FW,6.0,1,Man City,False,74,4,79,8,2026-08-23T13:00:00Z,2,1,False,0,1,1,0,0,0,0,1,0,0,0,17,19.4,11.9,2.0,3.3,4,3,1,8,1,0.00,0.21,0.21,1.94,60,0,200122,0,0
enes_ünal,Bournemouth,FW,5.5,1,Man City,False,0,0,80,8,2026-08-23T13:00:00Z,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,3581,0,0
álvaro_rodríguez,Bournemouth,FW,6.0,1,Man City,False,0,0,81,8,2026-08-23T13:00:00Z,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,0,9051,0,0
antónio joão_pereira de albuquerque tavares da silva,Bournemouth,DF,5.0,1,Man City,False,90,2,566,8,2026-08-23T13:00:00Z,2,1,False,0,0,0,2,0,0,0,1,0,0,0,5,31.4,0.3,0.0,3.2,13,1,0,13,1,0.00,0.00,0.00,2.25,50,0,23702,0,0
juanlu_sánchez,Bournemouth,DF,4.5,1,Man City,False,0,0,573,8,2026-08-23T13:00:00Z,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,18342,0,0
daniel_jebbison,Bournemouth,FW,5.0,1,Man City,False,15,1,608,8,2026-08-23T13:00:00Z,2,1,False,0,0,0,2,0,0,0,0,0,0,0,6,3.4,0.8,17.0,2.1,0,1,0,1,0,0.10,0.00,0.10,0.31,50,0,0,0,0
caoimhín_kelleher,Brentford,GK,5.0,1,Spurs,True,90,7,82,2,2026-08-22T16:30:00Z,3,0,False,0,0,1,0,0,0,0,0,0,4,0,34,31.4,0.0,0.0,3.1,0,5,0,0,1,0.00,0.01,0.01,0.57,50,0,513912,0,0
hákon rafn_valdimarsson,Brentford,GK,4.5,1,Spurs,True,0,0,83,2,2026-08-22T16:30:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,9667,0,0
nathan_collins,Brentford,DF,5.5,1,Spurs,True,90,6,84,2,2026-08-22T16:30:00Z,3,0,False,0,0,1,0,0,0,0,0,0,0,0,21,11.6,21.5,17.0,5.0,3,3,0,3,1,0.34,0.04,0.38,0.57,55,0,156847,0,0
sepp_van den berg,Brentford,DF,5.0,1,Spurs,True,0,0,85,2,2026-08-22T16:30:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,14391,0,0
keane_lewis-potter,Brentford,MD,5.5,1,Spurs,True,90,10,86,2,2026-08-22T16:30:00Z,3,0,False,1,0,1,0,0,0,0,0,0,0,2,37,47.2,15.9,19.0,8.2,4,5,1,10,1,0.77,0.12,0.89,0.57,55,0,38558,0,0
kristoffer_ajer,Brentford,DF,4.5,1,Spurs,True,90,8,87,2,2026-08-22T16:30:00Z,3,0,False,0,0,1,0,0,0,0,0,0,0,0,29,20.0,0.9,35.0,5.6,8,3,2,10,1,0.11,0.02,0.13,0.57,45,0,318142,0,0
michael_kayode,Brentford,DF,4.5,1,Spurs,True,75,13,88,2,2026-08-22T16:30:00Z,3,0,False,1,0,1,0,0,0,0,0,0,0,1,36,33.8,1.5,46.0,8.1,4,5,0,4,1,0.50,0.00,0.50,0.47,45,0,282611,0,0
rico_henry,Brentford,DF,4.5,1,Spurs,True,0,0,89,2,2026-08-22T16:30:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,22322,0,0
aaron_hickey,Brentford,DF,4.5,1,Spurs,True,14,1,90,2,2026-08-22T16:30:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,0,2,0,0,0,0.00,0.00,0.00,0.10,45,0,5416,0,0
kim_ji-soo,Brentford,DF,4.5,1,Spurs,True,0,0,92,2,2026-08-22T16:30:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,1635,0,0
