full_name,team,Position,Price,round,opponent_team,was_home,minutes,total_points,element,fixture,kickoff_time,team_h_score,team_a_score,modified,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
gabriel_fernando de jesus,Arsenal,FW,5.9,3,Chelsea,True,0,0,27,29,2026-09-06T15:30:00Z,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,59,-8859,26101,2250,11109
ezri_konsa ngoyo,Arsenal,DF,4.4,3,Chelsea,True,90,4,31,29,2026-09-06T15:30:00Z,2,1,False,0,0,0,1,0,0,0,0,0,0,0,15,19.4,1.4,4.0,2.5,7,5,3,10,1,0.00,0.01,0.01,0.39,44,71726,1139279,270872,199146
bruno_guimarães rodriguez moura,Arsenal,MD,6.8,3,Chelsea,True,0,0,452,29,2026-09-06T15:30:00Z,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,68,-57236,212586,5546,62782
christos_tzolis,Arsenal,MD,6.5,3,Chelsea,True,90,5,557,29,2026-09-06T15:30:00Z,2,1,False,0,1,0,1,0,0,0,1,0,0,1,31,30.6,50.0,4.0,8.5,2,5,1,8,1,0.00,0.20,0.20,0.39,65,-601940,1889271,91384,693324
marco_bizot,Aston Villa,GK,4.5,3,Hull City,False,0,0,29,25,2026-09-05T16:30:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-69,14920,2306,2375
lucas_digne,Aston Villa,DF,4.5,3,Hull City,False,0,0,30,25,2026-09-05T16:30:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-2071,6725,0,2071
matty_cash,Aston Villa,DF,4.5,3,Hull City,False,84,6,32,25,2026-09-05T16:30:00Z,0,0,False,0,0,1,0,0,0,0,0,0,0,0,23,6.4,16.3,6.0,2.9,1,1,0,1,1,0.00,0.03,0.03,0.22,45,-35679,731987,41628,77307
tyrone_mings,Aston Villa,DF,4.5,3,Hull City,False,90,6,33,25,2026-09-05T16:30:00Z,0,0,False,0,0,1,0,0,0,0,0,0,0,0,28,14.8,4.4,13.0,3.2,4,2,1,5,1,0.11,0.02,0.13,0.57,45,-2214,38099,2622,4836
pau_torres,Aston Villa,DF,4.5,3,Hull City,False,0,0,34,25,2026-09-05T16:30:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,919,46943,5255,4336
lamare_bogarde,Aston Villa,MD,5.0,3,Hull City,False,0,0,35,25,2026-09-05T16:30:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-311,7284,945,1256
ian_maatsen,Aston Villa,DF,4.5,3,Hull City,False,74,7,36,25,2026-09-05T16:30:00Z,0,0,False,0,0,1,0,0,0,0,0,0,0,1,29,10.6,19.8,4.0,3.4,2,0,1,3,1,0.00,0.42,0.42,0.22,45,2667,83194,11292,8625
victor_lindelöf,Aston Villa,DF,4.5,3,Hull City,False,90,6,37,25,2026-09-05T16:30:00Z,0,0,False,0,0,1,0,0,0,0,0,0,0,0,28,22.4,24.9,2.0,4.9,4,3,0,4,1,0.00,0.08,0.08,0.57,45,216,29725,3211,2995
andrés_garcía,Aston Villa,DF,4.0,3,Hull City,False,0,0,38,25,2026-09-05T16:30:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-506,187661,16171,16677
kosta_nedeljkovic,Aston Villa,DF,4.0,3,Hull City,False,0,0,39,25,2026-09-05T16:30:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-3988,17687,0,3988
emiliano_buendía stati,Aston Villa,MD,6.0,3,Hull City,False,74,3,41,25,2026-09-05T16:30:00Z,0,0,False,0,0,1,0,0,0,0,0,0,0,0,2,0.0,10.8,7.0,1.4,0,2,0,2,1,0.61,0.05,0.66,0.22,60,-3519,128636,20598,24117
leon_bailey,Aston Villa,MD,5.4,3,Hull City,False,0,0,44,25,2026-09-05T16:30:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-2630,12237,1094,3724
john_mcginn,Aston Villa,MD,5.4,3,Hull City,False,90,3,45,25,2026-09-05T16:30:00Z,0,0,False,0,0,1,0,0,0,0,0,0,0,0,6,1.4,5.6,4.0,1.1,1,2,2,5,1,0.68,0.03,0.71,0.57,54,-27591,252885,16891,44482
ross_barkley,Aston Villa,MD,5.0,3,Hull City,False,90,3,46,25,2026-09-05T16:30:00Z,0,0,False,0,0,1,0,0,0,0,0,0,0,0,15,13.6,34.1,15.0,6.3,2,4,0,6,1,0.22,0.09,0.31,0.57,50,1735,27497,5744,4009
boubacar_kamara,Aston Villa,MD,5.0,3,Hull City,False,90,3,47,25,2026-09-05T16:30:00Z,0,0,False,0,0,1,0,0,0,0,0,0,0,0,20,13.6,26.2,0.0,4.0,3,6,1,10,1,0.00,0.07,0.07,0.57,50,-720,35132,5061,5781
amadou_onana,Aston Villa,MD,5.0,3,Hull City,False,0,0,48,25,2026-09-05T16:30:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-430,1852,140,570
samuel_iling-junior,Aston Villa,MD,5.0,3,Hull City,False,0,0,49,25,2026-09-05T16:30:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-63,211,0,63
bradley_burrowes,Aston Villa,MD,4.5,3,Hull City,False,0,0,50,25,2026-09-05T16:30:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-408,72806,8705,9113
george_hemmings,Aston Villa,MD,4.5,3,Hull City,False,74,3,51,25,2026-09-05T16:30:00Z,0,0,False,0,0,1,0,0,0,0,0,0,0,0,12,10.8,13.5,21.0,4.5,2,4,1,7,1,0.07,0.14,0.21,0.22,45,21970,110782,36405,14435
alysson edward franco_da rocha dos santos,Aston Villa,MD,5.0,3,Hull City,False,15,1,52,25,2026-09-05T16:30:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,3,0.2,1.8,0.0,0.2,0,1,0,1,0,0.00,0.00,0.00,0.35,50,-102,4733,827,929
johan_manzambi,Aston Villa,MD,5.9,3,Hull City,False,0,0,53,25,2026-09-05T16:30:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,59,-4708,14230,341,5049
joao_gomes,Aston Villa,MD,5.5,3,Hull City,False,0,0,54,25,2026-09-05T16:30:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-1095,4112,90,1185
ollie_watkins,Aston Villa,FW,7.8,3,Hull City,False,0,0,55,25,2026-09-05T16:30:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,78,-305129,433685,4250,309379
tammy_abraham,Aston Villa,FW,5.5,3,Hull City,False,5,1,56,25,2026-09-05T16:30:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,3,2.0,1.0,0.0,0.3,0,0,1,1,0,0.00,0.00,0.00,0.35,55,2174,14917,4925,2751
alejandro_garnacho ferreyra,Aston Villa,MD,5.9,3,Hull City,False,15,1,160,25,2026-09-05T16:30:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,4,1.0,1.6,0.0,0.3,0,0,0,0,0,0.00,0.00,0.00,0.35,59,-9524,46064,2557,12081
nicolas_jackson,Aston Villa,FW,6.5,3,Hull City,False,84,2,166,25,2026-09-05T16:30:00Z,0,0,False,0,0,1,0,0,0,0,0,0,0,0,10,1.2,17.5,20.0,3.9,0,2,0,2,1,0.24,0.44,0.68,0.22,65,37834,115958,46877,9043
brian_madjo,Aston Villa,FW,5.5,3,Hull City,False,0,0,582,25,2026-09-05T16:30:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-8463,31743,894,9357
matteo_ruggeri,Aston Villa,DF,4.5,3,Hull City,False,15,1,596,25,2026-09-05T16:30:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,3,2.6,2.6,0.0,0.5,1,2,0,1,0,0.00,0.01,0.01,0.35,45,-990,10240,736,1726
zion_suzuki,Aston Villa,GK,5.0,3,Hull City,False,90,10,597,25,2026-09-05T16:30:00Z,0,0,False,0,0,1,0,0,0,0,0,0,4,3,38,27.2,0.0,0.0,2.7,1,13,0,0,1,0.00,0.00,0.00,0.57,50,21820,144003,33094,11274
triston_rowe,Aston Villa,DF,4.0,3,Hull City,False,0,0,606,25,2026-09-05T16:30:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,4717,18767,6400,1683
luka_lynch,Aston Villa,MD,4.5,3,Hull City,False,0,0,607,25,2026-09-05T16:30:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,1177,12683,3500,2323
aaron_wan-bissaka,Aston Villa,DF,4.5,3,Hull City,False,5,1,611,25,2026-09-05T16:30:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,3,2.8,0.9,0.0,0.4,1,0,0,1,0,0.00,0.00,0.00,0.35,45,5012,15829,6633,1621
leon_goretzka,Aston Villa,MD,6.0,3,Hull City,False,0,0,618,25,2026-09-05T16:30:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,2608,5084,3449,841
taylor_harwood-bellis,Aston Villa,DF,4.5,3,Hull City,False,0,0,630,25,2026-09-05T16:30:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,755,1010,945,190
ibrahim_mbaye,Aston Villa,MD,6.0,3,Hull City,False,0,0,631,25,2026-09-05T16:30:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,3426,4421,4056,630
đorđe_petrović,Bournemouth,GK,4.5,3,Newcastle,False,90,1,57,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,2,0,0,0,0,0,0,0,0,3.4,0.0,0.0,0.3,1,8,0,0,1,0.00,0.00,0.00,0.71,45,11030,349425,45982,34952
fraser_forster,Bournemouth,GK,4.0,3,Newcastle,False,0,0,58,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,17023,371559,38348,21325
will_dennis,Bournemouth,GK,4.0,3,Newcastle,False,0,0,59,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-2784,15695,0,2784
james_hill,Bournemouth,DF,5.5,3,Newcastle,False,90,1,60,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,2,0,0,0,0,0,0,0,4,16.8,31.5,2.0,5.0,6,1,0,6,1,0.00,0.02,0.02,0.71,55,-4574,87381,7094,11668
adrien_truffert,Bournemouth,DF,5.5,3,Newcastle,False,90,0,61,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,2,0,0,0,1,0,0,0,-3,10.2,15.7,2.0,2.8,3,5,3,6,1,0.01,0.06,0.07,0.71,55,-30205,387734,11879,42084
bafodé_diakité,Bournemouth,DF,5.0,3,Newcastle,False,0,0,62,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-2153,18773,1710,3863
veljko_milosavljevic,Bournemouth,DF,5.0,3,Newcastle,False,0,0,63,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-154,919,88,242
adam_smith,Bournemouth,DF,4.5,3,Newcastle,False,90,0,64,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,2,0,0,0,1,0,0,0,3,9.6,25.3,4.0,3.9,3,6,1,4,1,0.01,0.04,0.05,0.71,45,-461,13869,1630,2091
julián_araujo zúñiga,Bournemouth,DF,4.5,3,Newcastle,False,0,0,65,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-270,1391,96,366
julio_soler barreto,Bournemouth,DF,4.0,3,Newcastle,False,0,0,66,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,3691,30657,6046,2355
rayan vitor_simplício rocha,Bournemouth,MD,6.5,3,Newcastle,False,88,2,67,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,2,0,0,0,0,0,0,0,8,1.6,0.9,10.0,1.3,1,0,1,2,1,0.04,0.01,0.05,0.66,65,-48316,230133,11708,60024
marcus_tavernier,Bournemouth,MD,6.0,3,Newcastle,False,88,10,68,27,2026-09-05T11:30:00Z,2,2,False,1,0,0,2,0,0,0,0,0,0,3,43,46.6,13.2,77.0,13.7,0,8,1,9,1,1.01,0.05,1.06,0.66,60,-21585,230783,28263,49848
alex_scott,Bournemouth,MD,6.0,3,Newcastle,False,90,10,69,27,2026-09-05T11:30:00Z,2,2,False,0,2,0,2,0,0,0,0,0,0,2,37,13.4,22.9,12.0,4.8,5,6,0,11,1,0.07,0.02,0.09,0.71,60,39114,210299,56885,17771
justin_kluivert,Bournemouth,MD,6.0,3,Newcastle,False,75,1,70,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,1,0,0,0,1,0,0,0,6,0.0,2.0,3.0,0.2,0,3,1,4,1,0.06,0.01,0.07,0.48,60,-12692,113173,10830,23522
lewis_cook,Bournemouth,MD,5.0,3,Newcastle,False,14,1,71,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,1,0,0,1,0,0.00,0.00,0.00,0.23,50,2757,23118,6600,3843
ben_gannon-doak,Bournemouth,MD,5.0,3,Newcastle,False,1,1,72,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.5,5.0,0.8,0,1,1,2,0,0.02,0.00,0.02,0.05,50,-1165,7170,384,1549
tyler_adams,Bournemouth,MD,5.0,3,Newcastle,False,75,4,73,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,1,0,0,0,0,0,0,0,15,12.2,11.5,0.0,2.4,1,8,3,12,1,0.00,0.01,0.01,0.48,50,897,26019,5588,4691
david_brooks,Bournemouth,MD,5.0,3,Newcastle,False,14,1,74,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.23,50,292,5938,1296,1004
ryan_christie,Bournemouth,MD,5.0,3,Newcastle,False,1,1,75,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,522,2833,1038,516
alex_tóth,Bournemouth,MD,5.0,3,Newcastle,False,0,0,76,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-108,1563,123,231
amine_adli,Bournemouth,MD,4.9,3,Newcastle,False,0,0,77,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,49,-491,1803,136,627
junior_kroupi,Bournemouth,MD,7.4,3,Newcastle,False,0,0,78,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,74,-7714,23655,246,7960
francisco evanilson_de lima barbosa,Bournemouth,FW,6.0,3,Newcastle,False,90,2,79,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,2,0,0,0,0,0,0,0,4,3.2,5.1,21.0,2.9,4,3,0,7,1,0.13,0.01,0.14,0.71,60,26119,336364,69571,43452
enes_ünal,Bournemouth,FW,5.5,3,Newcastle,False,0,0,80,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-522,1977,0,522
álvaro_rodríguez,Bournemouth,FW,6.0,3,Newcastle,False,0,0,81,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,-398,12281,1521,1919
antónio joão_pereira de albuquerque tavares da silva,Bournemouth,DF,5.0,3,Newcastle,False,90,1,566,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,2,0,0,0,0,0,0,0,8,23.8,1.2,17.0,4.2,7,2,1,8,1,0.02,0.01,0.03,0.71,50,3048,43269,9722,6674
juanlu_sánchez,Bournemouth,DF,4.5,3,Newcastle,False,0,0,573,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-1920,19900,369,2289
daniel_jebbison,Bournemouth,FW,5.0,3,Newcastle,False,1,1,608,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.05,50,2512,9237,4510,1998
michele_di gregorio,Bournemouth,GK,4.5,3,Newcastle,False,0,0,615,27,2026-09-05T11:30:00Z,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,949,2932,1404,455
caoimhín_kelleher,Brentford,GK,5.0,3,Sunderland,True,90,2,82,22,2026-09-05T14:00:00Z,1,1,False,0,0,0,1,0,0,0,0,0,2,0,10,16.8,0.0,0.0,1.7,2,6,0,0,1,0.00,0.00,0.00,1.71,50,54758,832099,113703,58945
hákon rafn_valdimarsson,Brentford,GK,4.5,3,Sunderland,True,0,0,83,22,2026-09-05T14:00:00Z,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-432,11246,975,1407
