date,week,home,away,line,home_score,away_score,home_lgt,home_stdc,home_power,away_lgt,away_stdc,away_power,system_num,system_bet,result
25-10-05,5,Ravens,Texans,,10,44,2.0,0.0,5.6,-1.0,-2.0,1.2,1,,
25-10-05,5,Saints,Giants,,26,14,0.0,-2.0,-6.1,-2.0,0.0,-2.1,2,,
25-10-05,5,Cardinals,Titans,,21,22,1.0,2.0,-1.1,1.0,-2.0,-2.1,-2,,
25-10-05,5,Seahawks,Buccaneers,,35,38,-1.0,2.0,-1.5,2.0,0.0,-0.1,-3,,
25-10-05,5,Bengals,Lions,,24,37,-1.0,-4.0,4.4,-2.0,2.0,3.8,2,,
25-10-05,5,Chargers,Commanders,,10,27,2.0,0.0,4.9,0.0,0.0,2.4,1,,
25-10-05,5,Bills,Patriots,,20,23,0.0,2.0,3.0,0.0,0.0,-5.0,-1,,
25-10-06,5,Jaguars,Chiefs,,31,28,-4.0,4.0,-2.0,-2.0,0.0,4.9,-1,,
25-10-09,6,Giants,Eagles,7.5,34,17,5.0,0.0,-2.1,0.0,2.0,5.3,3,Giants,W
25-10-12,6,Jets,Broncos,7.5,11,13,1.0,2.0,-7.2,0.0,-2.0,4.6,-2,,
25-10-12,6,Panthers,Cowboys,8.5,30,27,2.0,-2.0,-2.7,-1.0,0.0,-0.8,4,Panthers,W
25-10-12,6,Steelers,Browns,-5.5,23,9,-2.0,0.0,-3.6,-2.0,0.0,-4.1,-1,,
25-10-12,6,Colts,Cardinals,-7.5,31,27,-2.0,2.0,0.2,1.0,2.0,-1.6,-3,Cardinals,W
25-10-12,6,Jaguars,Seahawks,1.5,12,20,1.0,4.0,-2.2,2.0,2.0,-1.7,1,,
25-10-12,6,Dolphins,Chargers,3.5,27,29,-2.0,-4.0,-4.0,1.0,0.0,5.3,-2,,
25-10-12,6,Saints,Patriots,3.5,19,25,-5.0,-2.0,-6.1,-2.0,0.0,-5.2,2,,
25-10-12,6,Ravens,Rams,6.5,3,17,3.0,0.0,5.4,2.0,2.0,4.5,2,,
25-10-12,6,Raiders,Titans,-3.5,20,10,2.0,2.0,-5.2,-1.0,-2.0,-1.7,-1,,
25-10-12,6,Packers,Bengals,-13.5,27,18,1.0,0.0,4.3,2.0,-4.0,4.5,-2,,
25-10-12,6,Buccaneers,49ers,-3.5,30,19,-2.0,0.0,-0.2,-2.0,-2.0,0.4,-2,,
25-10-12,6,Chiefs,Lions,-2.5,30,17,-1.0,0.0,4.6,-2.0,2.0,3.5,0,,
25-10-13,6,Falcons,Bills,3.5,24,14,0.0,0.0,-2.4,2.0,2.0,2.7,-1,,
25-10-13,6,Commanders,Bears,-4.5,24,25,-1.0,0.0,2.8,-3.0,-2.0,-0.5,-2,,
25-10-16,7,Bengals,Steelers,4.5,33,31,-1.0,-3.0,1.9,0.0,1.0,-1.5,2,,
25-10-19,7,Jaguars,Rams,8.5,7,35,0.0,3.0,-5.6,-2.0,3.0,8.1,0,,
25-10-19,7,Bears,Saints,-3.5,26,14,-3.0,-1.0,3.9,1.0,-3.0,-8.2,-1,,
25-10-19,7,Vikings,Eagles,1.5,22,28,2.0,0.0,2.8,2.0,1.0,4.9,0,,
25-10-19,7,Jets,Panthers,5.5,6,13,-1.0,3.0,-8.8,1.0,-1.0,-3.3,-5,Panthers,W
25-10-19,7,Browns,Dolphins,-2.5,31,6,0.0,-1.0,-3.7,2.0,-3.0,-5.4,-2,,
25-10-19,7,Chiefs,Raiders,-11.5,31,0,0.0,1.0,0.5,-2.0,3.0,-0.1,0,,
25-10-19,7,Titans,Patriots,5.5,13,31,2.0,-3.0,-0.5,-1.0,1.0,-2.7,5,Titans,L
25-10-19,7,Chargers,Colts,-1.5,24,38,-2.0,-1.0,0.9,0.0,1.0,2.9,0,,
25-10-19,7,Broncos,Giants,-7.5,33,32,1.0,-3.0,1.5,-2.0,1.0,-5.8,3,Broncos,L
25-10-19,7,Cardinals,Packers,6.5,23,27,0.0,3.0,-1.7,1.0,-1.0,11.8,-4,Packers,L
25-10-19,7,Cowboys,Commanders,-1.5,44,22,-1.0,-1.0,7.5,3.0,-1.0,4.9,-1,,
25-10-19,7,49ers,Falcons,1.5,20,10,2.0,-3.0,-2.3,-2.0,1.0,-3.5,5,49ers,W
25-10-20,7,Lions,Buccaneers,-5.5,24,9,0.0,1.0,1.3,-2.0,1.0,-1.7,0,,
25-10-20,7,Seahawks,Texans,2.5,27,19,0.0,3.0,-1.4,-3.0,-2.0,1.3,-2,,
25-10-23,8,Chargers,Vikings,-3.5,37,10,2.0,-2.0,1.6,2.0,-1.0,1.9,-1,,
25-10-26,8,Falcons,Dolphins,-6.5,10,34,0.0,0.0,2.0,4.0,-4.0,-4.2,-3,Dolphins,W
25-10-26,8,Panthers,Bills,7.5,9,40,-2.0,0.0,-3.3,2.0,1.0,8.4,-2,,
25-10-26,8,Ravens,Bears,-2.5,30,16,2.0,-1.0,-1.4,-3.0,0.0,1.2,2,,
25-10-26,8,Texans,49ers,-2.5,26,15,-3.0,-3.0,2.9,0.0,-2.0,-2.1,0,,
25-10-26,8,Bengals,Jets,-4.5,38,39,-2.0,-2.0,-5.4,2.0,2.0,-11.6,1,,
25-10-26,8,Patriots,Browns,-6.5,32,13,-2.0,2.0,3.7,-4.0,0.0,-3.9,0,,
25-10-26,8,Eagles,Giants,-7.5,38,20,-2.0,2.0,5.8,1.0,2.0,-5.5,-1,,
25-10-26,8,Saints,Buccaneers,3.5,3,23,3.0,-4.0,-0.4,0.0,0.0,-0.6,3,Saints,L
25-10-26,8,Colts,Titans,-14.5,38,14,-2.0,2.0,2.8,2.0,-4.0,-4.8,-5,Titans,L
25-10-26,8,Broncos,Cowboys,-3.5,44,24,-1.0,-4.0,-1.5,-2.0,0.0,5.1,0,,
25-10-26,8,Steelers,Packers,2.5,25,35,2.0,0.0,0.6,-1.0,-2.0,6.7,0,,
25-10-27,8,Chiefs,Commanders,-10.5,28,7,-1.0,2.0,2.2,2.0,-2.0,5.6,-5,Commanders,L
25-10-30,9,Dolphins,Ravens,7.5,6,28,-1.0,-3.0,-1.2,-1.0,0.0,-4.0,2,,
25-11-02,9,Patriots,Falcons,-4.5,24,23,0.0,3.0,2.1,1.0,-1.0,2.7,-4,Falcons,W
25-11-02,9,Bengals,Bears,2.5,42,47,0.0,-3.0,-7.1,1.0,-1.0,-3.1,-2,,
25-11-02,9,Lions,Vikings,-8.5,24,27,0.0,2.0,5.7,0.0,-2.0,2.1,-3,Vikings,W
25-11-02,9,Packers,Panthers,-11.5,13,16,-1.0,-1.0,6.0,3.0,-1.0,-3.2,-3,Panthers,W
25-11-02,9,Steelers,Colts,8.5,27,20,1.0,-1.0,0.5,-1.0,3.0,4.6,5,Steelers,W
25-11-02,9,Texans,Broncos,-1.5,15,18,0.0,-2.0,-0.2,-1.0,-3.0,2.8,0,,
25-11-02,9,Giants,49ers,2.5,24,34,0.0,1.0,-0.6,0.0,-3.0,-0.1,-1,,
25-11-02,9,Titans,Chargers,10.5,20,27,1.0,-5.0,-6.3,0.0,-1.0,3.1,2,,
25-11-02,9,Raiders,Jaguars,1.5,29,30,1.0,2.0,-3.0,0.0,2.0,-8.1,2,,
25-11-02,9,Rams,Saints,-13.5,34,10,0.0,4.0,4.1,3.0,-5.0,-4.0,-4,Saints,L
25-11-02,9,Bills,Chiefs,1.5,28,21,-3.0,2.0,7.7,0.0,3.0,6.9,0,,
25-11-02,9,Commanders,Seahawks,2.5,14,38,0.0,-3.0,0.5,3.0,4.0,-5.0,2,,
25-11-03,9,Cowboys,Cardinals,-3.5,17,27,1.0,-1.0,2.2,1.0,4.0,-2.3,3,Cowboys,L
25-11-06,10,Broncos,Raiders,-7.5,10,7,2.0,-2.0,1.9,0.0,3.0,-4.9,2,,
25-11-09,10,Colts,Falcons,-5.5,31,25,5.0,2.0,6.3,-2.0,0.0,-0.5,2,,
25-11-09,10,Dolphins,Bills,7.5,30,13,3.0,-4.0,-6.1,-1.0,3.0,3.2,3,Dolphins,W
25-11-09,10,Bears,Giants,-3.5,24,20,-3.0,0.0,-0.8,-1.0,0.0,-3.2,-1,,
25-11-09,10,Jets,Browns,1.5,27,20,0.0,3.0,-10.6,0.0,-1.0,-4.3,-3,Browns,L
25-11-09,10,Texans,Jaguars,-1.5,36,29,-2.0,-3.0,1.6,0.0,1.0,-0.8,2,,
25-11-09,10,Vikings,Ravens,4.5,19,27,0.0,-1.0,2.2,-3.0,1.0,2.3,4,Vikings,L
25-11-09,10,Panthers,Saints,-4.5,7,17,-1.0,0.0,-5.9,2.0,-6.0,-1.7,-4,Saints,W
25-11-09,10,Buccaneers,Patriots,-2.5,23,28,-3.0,1.0,4.4,2.0,2.0,0.7,-1,,
25-11-09,10,Seahawks,Cardinals,-6.5,44,22,-1.0,5.0,2.4,-3.0,5.0,-1.5,-1,,
25-11-09,10,Commanders,Lions,7.5,22,44,1.0,-4.0,-1.7,0.0,1.0,7.5,2,,
25-11-09,10,49ers,Rams,4.5,26,42,1.0,-2.0,1.4,-2.0,5.0,9.4,3,49ers,L
25-11-09,10,Chargers,Steelers,-3.5,25,10,1.0,-2.0,4.6,-5.0,0.0,-3.6,4,Chargers,W
25-11-10,10,Packers,Eagles,5.5,7,10,1.0,-2.0,3.2,0.0,3.0,3.7,4,Packers,W
25-11-13,11,Patriots,Jets,-11.5,27,14,1.0,3.0,1.8,1.0,4.0,-8.5,-1,,
25-11-16,11,Dolphins,Commanders,-2.5,16,13,-1.0,-3.0,-4.8,0.0,-5.0,-4.1,-2,,
25-11-16,11,Falcons,Panthers,-3.5,27,30,-1.0,-1.0,1.6,1.0,-1.0,-3.6,-1,,
25-11-16,11,Bills,Buccaneers,-6.5,44,32,1.0,2.0,5.0,-1.0,0.0,1.8,0,,
25-11-16,11,Vikings,Bears,-2.5,17,19,3.0,-2.0,-0.9,-1.0,1.0,0.2,3,Vikings,L
25-11-16,11,Steelers,Bengals,-4.5,34,12,3.0,-1.0,-2.5,3.0,-4.0,-6.5,-1,,
25-11-16,11,Giants,Packers,7.5,20,27,1.0,-1.0,-0.8,1.0,-1.0,2.3,1,,
25-11-16,11,Titans,Texans,4.5,13,16,-1.0,-4.0,-10.7,0.0,-2.0,0.6,-2,,
25-11-16,11,Jaguars,Chargers,2.5,35,6,0.0,0.0,1.6,-3.0,-1.0,-0.1,1,,
25-11-16,11,Cardinals,49ers,3.5,22,41,-1.0,4.0,-3.6,2.0,-3.0,1.9,-5,49ers,W
25-11-16,11,Rams,Seahawks,2.5,21,19,-2.0,6.0,8.9,1.0,6.0,-0.0,-1,,
25-11-16,11,Browns,Ravens,7.5,16,23,-1.0,-2.0,-3.7,-3.0,2.0,5.4,1,,
25-11-16,11,Broncos,Chiefs,3.5,22,19,1.0,-3.0,1.4,1.0,2.0,7.2,1,,
25-11-16,11,Eagles,Lions,-2.5,16,9,-1.0,2.0,8.8,0.0,2.0,5.7,0,,
25-11-17,11,Raiders,Cowboys,3.5,16,33,-1.0,4.0,-2.9,3.0,-2.0,-2.3,-3,Cowboys,W
25-11-20,12,Texans,Bills,4.5,23,19,-1.0,-3.0,-3.5,1.0,3.0,5.4,-1,,
25-11-23,12,Bears,Steelers,-2.5,31,28,-2.0,2.0,0.4,-2.0,0.0,-2.4,0,,
25-11-23,12,Bengals,Patriots,7.5,20,26,2.0,-5.0,-4.3,-1.0,4.0,1.4,5,Bengals,W
25-11-23,12,Chiefs,Colts,-3.5,23,20,1.0,1.0,6.3,1.0,3.0,3.8,-1,,
25-11-23,12,Lions,Giants,-12.5,34,27,1.0,1.0,9.1,2.0,0.0,-3.0,-2,,
25-11-23,12,Packers,Vikings,-5.5,23,6,-2.0,-2.0,5.4,2.0,-3.0,0.3,-3,Vikings,L
25-11-23,12,Ravens,Jets,-13.5,23,10,2.0,1.0,6.9,1.0,3.0,-7.2,1,,
25-11-23,12,Titans,Seahawks,11.5,24,30,1.0,-3.0,-11.0,3.0,5.0,6.0,1,,
25-11-23,12,Raiders,Browns,-3.5,10,24,0.0,3.0,-6.9,-2.0,-1.0,-3.2,-2,,
25-11-23,12,Cardinals,Jaguars,1.5,24,27,3.0,3.0,-2.5,0.0,1.0,-3.5,2,,
25-11-23,12,Saints,Falcons,-1.5,10,24,-1.0,-5.0,-4.8,1.0,-2.0,-0.6,-3,Falcons,W
25-11-23,12,Cowboys,Eagles,2.5,24,21,0.0,-1.0,-0.8,-1.0,3.0,9.7,2,,
25-11-23,12,Rams,Buccaneers,-7.5,34,7,-3.0,7.0,3.6,-1.0,-1.0,1.6,-3,Buccaneers,L
25-11-24,12,49ers,Panthers,-7.5,20,9,-3.0,-2.0,1.3,-1.0,0.0,-2.2,0,,
25-11-27,13,Lions,Packers,2.5,24,31,0.0,0.0,5.8,-3.0,-1.0,2.7,1,,
25-11-27,13,Cowboys,Chiefs,3.5,31,28,0.0,0.0,1.4,2.0,0.0,6.3,-2,,
25-11-27,13,Ravens,Bengals,-7.5,14,32,-2.0,0.0,5.6,0.0,-4.0,-6.0,-1,,
25-11-28,13,Eagles,Bears,-7.5,15,24,0.0,2.0,7.1,0.0,3.0,-2.0,1,,
25-11-30,13,Jets,Falcons,2.5,27,24,2.0,4.0,-5.5,-1.0,-1.0,-0.7,-1,,
25-11-30,13,Browns,49ers,4.5,8,26,1.0,0.0,-4.3,1.0,-1.0,1.6,-2,,
25-11-30,13,Colts,Texans,2.5,16,20,-2.0,4.0,5.4,-3.0,-2.0,-2.1,-1,,
25-11-30,13,Buccaneers,Cardinals,-3.5,20,17,2.0,-2.0,0.9,-4.0,2.0,-3.4,5,Buccaneers,L
25-11-30,13,Titans,Jaguars,4.5,3,25,0.0,-2.0,-9.2,4.0,2.0,-0.1,0,,
25-11-30,13,Dolphins,Saints,-4.5,21,17,-2.0,-2.0,-4.7,1.0,-6.0,-2.9,-3,Saints,W
25-11-30,13,Panthers,Rams,10.5,31,28,-1.0,-1.0,-2.4,-2.0,8.0,4.7,3,Panthers,W
25-11-30,13,Seahawks,Vikings,-11.5,26,0,0.0,4.0,5.7,3.0,-4.0,-0.8,-4,Vikings,L
25-11-30,13,Steelers,Bills,8.5,7,26,0.0,-1.0,-2.1,3.0,2.0,4.9,2,,
25-11-30,13,Chargers,Raiders,-8.5,31,14,0.0,-2.0,3.3,-1.0,2.0,-4.3,2,,
25-11-30,13,Commanders,Broncos,5.5,26,27,2.0,-6.0,-3.7,-1.0,-2.0,-0.1,3,Commanders,W
25-12-01,13,Patriots,Giants,-7.5,33,15,0.0,3.0,3.4,0.0,1.0,-4.6,1,,
25-12-04,14,Lions,Cowboys,-3.5,44,30,0.0,-1.0,2.6,1.0,1.0,-1.5,2,,
25-12-07,14,Falcons,Seahawks,6.5,9,37,1.0,-2.0,-3.6,-3.0,5.0,9.7,3,Falcons,L
25-12-07,14,Bills,Bengals,-4.5,39,34,0.0,3.0,9.7,-4.0,-3.0,-4.4,0,,
25-12-07,14,Browns,Titans,-3.5,29,31,2.0,-1.0,-5.9,2.0,-3.0,-4.6,-1,,
25-12-07,14,Jaguars,Colts,1.5,36,19,-2.0,3.0,2.7,-1.0,3.0,0.1,1,,
25-12-07,14,Jets,Dolphins,2.5,10,34,-1.0,5.0,-8.8,-1.0,-3.0,-4.7,-3,Dolphins,W
25-12-07,14,Vikings,Commanders,1.5,31,0,3.0,-5.0,1.0,0.0,-5.0,-7.4,2,,
25-12-07,14,Buccaneers,Saints,-7.5,20,24,-2.0,-3.0,2.1,1.0,-5.0,-5.9,-1,,
25-12-07,14,Ravens,Steelers,-4.5,22,27,4.0,-1.0,1.7,0.0,-2.0,-1.3,0,,
25-12-07,14,Raiders,Broncos,7.5,17,24,0.0,1.0,-4.6,0.0,-3.0,0.3,-1,,
25-12-07,14,Packers,Bears,-6.5,28,21,0.0,0.0,5.9,-1.0,4.0,-0.5,1,,
25-12-07,14,Cardinals,Rams,8.5,17,45,2.0,3.0,0.1,3.0,7.0,7.6,1,,
25-12-07,14,Chiefs,Texans,-4.5,10,20,-1.0,-1.0,4.0,1.0,-1.0,4.0,-3,Texans,W
25-12-08,14,Chargers,Eagles,1.5,22,19,0.0,-1.0,2.0,1.0,1.0,4.4,0,,
25-12-11,15,Buccaneers,Falcons,-4.5,28,29,0.0,-4.0,-0.6,2.0,-3.0,-2.7,-2,,
25-12-14,15,Patriots,Bills,1.5,31,35,-1.0,4.0,3.7,-1.0,4.0,5.6,-1,,
25-12-14,15,Bears,Browns,-7.5,31,3,0.0,3.0,0.1,1.0,-2.0,-7.0,-4,Browns,L
25-12-14,15,Bengals,Ravens,8.5,0,24,1.0,-4.0,0.5,1.0,-2.0,2.2,1,,
25-12-14,15,Texans,Cardinals,-10.5,40,20,-3.0,0.0,4.1,1.0,2.0,-4.1,-2,,
25-12-14,15,Jaguars,Jets,-13.5,48,20,-2.0,4.0,-1.6,3.0,4.0,-7.8,-3,Jets,L
25-12-14,15,Chiefs,Chargers,-4.5,13,16,3.0,-2.0,6.0,-2.0,0.0,0.7,4,Chiefs,L
25-12-14,15,Giants,Commanders,-2.5,21,29,1.0,0.0,-3.8,3.0,-6.0,0.4,-2,,
25-12-14,15,Eagles,Raiders,-11.5,31,0,2.0,0.0,4.8,0.0,2.0,-4.9,1,,
25-12-14,15,Saints,Panthers,2.5,20,17,0.0,-4.0,-4.6,-3.0,0.0,-5.5,3,Saints,W
25-12-14,15,Seahawks,Colts,-12.5,18,16,-2.0,6.0,7.0,2.0,2.0,2.0,-3,Colts,W
25-12-14,15,Broncos,Packers,1.5,34,26,0.0,-4.0,6.2,0.0,1.0,4.2,3,Broncos,W
25-12-14,15,Rams,Lions,-4.5,41,34,-1.0,8.0,6.7,-3.0,0.0,1.1,0,,
25-12-14,15,49ers,Titans,-11.5,37,24,-2.0,0.0,0.3,-1.0,-2.0,-7.7,-2,,
25-12-14,15,Cowboys,Vikings,-4.5,26,34,3.0,0.0,0.2,-3.0,-4.0,-2.4,0,,
25-12-15,15,Steelers,Dolphins,-2.5,28,15,-1.0,-1.0,-1.0,-3.0,-2.0,-2.4,-1,,
25-12-18,16,Seahawks,Rams,-1.5,38,37,-1.0,5.0,8.5,1.0,9.0,6.1,-1,,
25-12-20,16,Commanders,Eagles,7.5,18,29,1.0,-5.0,-0.7,-1.0,1.0,5.1,5,Commanders,L
25-12-20,16,Bears,Packers,-1.5,22,16,-3.0,4.0,1.1,1.0,0.0,7.2,-4,Packers,L
25-12-21,16,Browns,Bills,10.5,20,23,3.0,-3.0,-4.1,-1.0,5.0,4.0,5,Browns,W
25-12-21,16,Panthers,Buccaneers,2.5,23,20,1.0,-1.0,-2.4,0.0,-5.0,-1.8,2,,
25-12-21,16,Dolphins,Bengals,3.5,21,45,1.0,-3.0,-2.8,1.0,-5.0,-4.1,1,,
25-12-21,16,Cowboys,Chargers,-1.5,17,34,-1.0,-1.0,0.2,-1.0,1.0,1.6,1,,
25-12-21,16,Titans,Chiefs,8.5,26,9,-1.0,-3.0,-5.7,1.0,-3.0,3.7,-3,Chiefs,L
25-12-21,16,Giants,Vikings,2.5,13,16,-1.0,-1.0,-2.2,1.0,-3.0,-1.8,-1,,
25-12-21,16,Saints,Jets,-6.5,29,6,-1.0,-3.0,-6.8,2.0,3.0,-9.5,-1,,
25-12-21,16,Cardinals,Falcons,2.5,19,26,2.0,1.0,-4.7,0.0,-2.0,-2.9,0,,
25-12-21,16,Broncos,Jaguars,-3.5,20,34,-1.0,-3.0,4.5,-2.0,5.0,-0.3,3,Broncos,L
25-12-21,16,Lions,Steelers,-7.5,24,29,-1.0,-1.0,3.4,-1.0,0.0,-2.0,0,,
