date,home,away,home_score,away_score,home_turnovers_won,away_turnovers_won,home_turnovers_lost,away_turnovers_lost,home_eighty_min_score,away_eighty_min_score,home_half_time_score,away_half_time_score,home_carries,away_carries,home_carries_crossed_gain_line,away_carries_crossed_gain_line,home_carries_not_made_gain_line,away_carries_not_made_gain_line,home_clean_breaks,away_clean_breaks,home_conversion_goals,away_conversion_goals,home_defenders_beaten,away_defenders_beaten,home_drop_goal_missed,away_drop_goal_missed,home_drop_goals_converted,away_drop_goals_converted,home_free_kick_conceded_at_lineout,away_free_kick_conceded_at_lineout,home_goals,away_goals,home_kick_from_hand_metres,away_kick_from_hand_metres,home_kick_metres,away_kick_metres,home_kick_percent_success,away_kick_percent_success,home_kicking_competition_goals,away_kicking_competition_goals,home_kicks_from_hand,away_kicks_from_hand,home_lineout_success,away_lineout_success,home_lineout_throw_lost_handling_error,away_lineout_throw_lost_handling_error,home_lineout_throw_lost_penalty,away_lineout_throw_lost_penalty,home_lineout_throw_not_straight,away_lineout_throw_not_straight,home_lineout_throw_won_penalty,away_lineout_throw_won_penalty,home_lineout_throw_won_tap,away_lineout_throw_won_tap,home_lineouts_lost,away_lineouts_lost,home_lineouts_won,away_lineouts_won,home_maul_success,away_maul_success,home_mauls_lost,away_mauls_lost,home_mauls_lost_outright,away_mauls_lost_outright,home_mauls_total,away_mauls_total,home_mauls_won,away_mauls_won,home_mauls_won_outright,away_mauls_won_outright,home_mauls_won_penalty,away_mauls_won_penalty,home_mauls_won_penalty_try,away_mauls_won_penalty_try,home_mauls_won_try,away_mauls_won_try,home_metres,away_metres,home_missed_conversion_goals,away_missed_conversion_goals,home_missed_goals,away_missed_goals,home_missed_penalty_goals,away_missed_penalty_goals,home_missed_tackles,away_missed_tackles,home_num_visits_to22,away_num_visits_to22,home_number_of_times_in_possession,away_number_of_times_in_possession,home_offload,away_offload,home_passes,away_passes,home_penalties_conceded,away_penalties_conceded,home_penalty_conceded_collapsing_maul,away_penalty_conceded_collapsing_maul,home_penalty_conceded_delib_knock_on,away_penalty_conceded_delib_knock_on,home_penalty_conceded_foul_play,away_penalty_conceded_foul_play,home_penalty_conceded_handling_in_ruck,away_penalty_conceded_handling_in_ruck,home_penalty_conceded_lineout_offence,away_penalty_conceded_lineout_offence,home_penalty_conceded_obstruction,away_penalty_conceded_obstruction,home_penalty_conceded_offside,away_penalty_conceded_offside,home_penalty_conceded_other,away_penalty_conceded_other,home_penalty_conceded_scrum_offence,away_penalty_conceded_scrum_offence,home_penalty_conceded_wrong_side,away_penalty_conceded_wrong_side,home_penalty_goals,away_penalty_goals,home_penalty_tries,away_penalty_tries,home_points,away_points,home_points_from_visits_to22,away_points_from_visits_to22,home_possession,away_possession,home_red_card_second_yellow,away_red_card_second_yellow,home_red_cards,away_red_cards,home_restart22m,away_restart22m,home_restart_error_not_ten,away_restart_error_not_ten,home_restart_error_out_of_play,away_restart_error_out_of_play,home_restart_halfway,away_restart_halfway,home_restart_opp_error,away_restart_opp_error,home_restart_own_player,away_restart_own_player,home_restarts_success,away_restarts_success,home_retained_kicks,away_retained_kicks,home_ruck_success,away_ruck_success,home_rucks_lost,away_rucks_lost,home_rucks_won,away_rucks_won,home_scrums_lost,away_scrums_lost,home_scrums_lost_free_kick,away_scrums_lost_free_kick,home_scrums_lost_outright,away_scrums_lost_outright,home_scrums_lost_penalty,away_scrums_lost_penalty,home_scrums_lost_reversed,away_scrums_lost_reversed,home_scrums_reset,away_scrums_reset,home_scrums_success,away_scrums_success,home_scrums_won,away_scrums_won,home_scrums_won_free_kick,away_scrums_won_free_kick,home_scrums_won_outright,away_scrums_won_outright,home_scrums_won_penalty,away_scrums_won_penalty,home_tackle_success,away_tackle_success,home_tackles,away_tackles,home_territory,away_territory,home_total_kicks,away_total_kicks,home_total_kicks_succeeded,away_total_kicks_succeeded,home_total_lineouts,away_total_lineouts,home_tries,away_tries,home_try_assists,away_try_assists,home_try_kicks,away_try_kicks,home_turnover_bad_pass,away_turnover_bad_pass,home_turnover_carried_in_touch,away_turnover_carried_in_touch,home_turnover_forward_pass,away_turnover_forward_pass,home_turnover_knock_on,away_turnover_knock_on,home_yellow_cards,away_yellow_cards
2025-10-04,Benetton,Glasgow,16.0,14.0,7.0,4.0,11.0,15.0,16.0,14.0,3.0,14.0,110.0,137.0,40.0,37.0,58.0,71.0,3.0,11.0,1.0,2.0,9.0,32.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,843.0,688.0,843.0,688.0,0.75,0.6667000000000001,0.0,0.0,27.0,28.0,0.8667,0.8824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,13.0,15.0,0.3333,1.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,461.0,0.0,0.0,1.0,1.0,1.0,1.0,32.0,9.0,6.0,9.0,41.0,41.0,2.0,2.0,147.0,152.0,8.0,13.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,14.0,10.0,14.0,0.485,0.515,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.2857,4.0,9.0,1.0,0.96,0.0,0.0,84.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.875,1.0,7.0,1.0,0.0,0.0,5.0,1.0,2.0,0.0,0.7835,0.9012,152.0,155.0,0.5205,0.4795,4.0,3.0,3.0,2.0,15.0,17.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2025-10-04,Bulls,Leinster,39.0,31.0,6.0,7.0,16.0,16.0,39.0,31.0,22.0,10.0,90.0,160.0,31.0,76.0,35.0,64.0,14.0,15.0,3.0,4.0,19.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,889.0,899.0,889.0,899.0,0.5714,0.8332999999999999,0.0,0.0,29.0,30.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,12.0,12.0,0.75,1.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,516.0,3.0,0.0,3.0,1.0,0.0,1.0,12.0,19.0,8.0,9.0,45.0,51.0,6.0,10.0,80.0,194.0,9.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,39.0,31.0,36.0,31.0,0.3697999999999999,0.6302,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,0.125,0.0,4.0,8.0,0.9464,0.9667,2.0,1.0,52.0,115.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.8571,3.0,6.0,0.0,0.0,2.0,2.0,1.0,4.0,0.8833,0.6967,212.0,85.0,0.375,0.625,7.0,6.0,4.0,5.0,16.0,12.0,6.0,4.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-10-04,Munster,Cardiff,23.0,20.0,1.0,7.0,10.0,12.0,23.0,20.0,5.0,5.0,107.0,105.0,41.0,39.0,52.0,52.0,3.0,6.0,1.0,0.0,13.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,653.0,650.0,653.0,650.0,0.5,0.0,0.0,0.0,26.0,28.0,0.8824,0.8667,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,15.0,13.0,0.8571,0.0,1.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,206.0,252.0,2.0,4.0,2.0,5.0,0.0,1.0,16.0,13.0,9.0,9.0,39.0,35.0,3.0,2.0,116.0,109.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,23.0,20.0,23.0,20.0,0.5061,0.4939,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,7.0,0.9551,0.9885,1.0,0.0,80.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.75,1.0,3.0,7.0,1.0,0.0,0.0,6.0,2.0,1.0,0.8462000000000001,0.8613,143.0,149.0,0.5402,0.4598,4.0,5.0,2.0,0.0,17.0,15.0,3.0,4.0,2.0,4.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2025-10-05,Zebre,Lions,22.0,20.0,5.0,4.0,12.0,8.0,22.0,20.0,12.0,3.0,96.0,150.0,44.0,61.0,35.0,60.0,4.0,13.0,2.0,1.0,22.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,720.0,885.0,720.0,885.0,0.6,0.5,0.0,0.0,26.0,27.0,0.8824,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,9.0,2.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,299.0,448.0,1.0,2.0,2.0,2.0,1.0,0.0,27.0,22.0,7.0,10.0,39.0,44.0,2.0,14.0,103.0,176.0,8.0,13.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,22.0,20.0,22.0,17.0,0.4422,0.5578,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.9863,0.9412,1.0,0.0,72.0,93.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5,4.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,0.7717,0.8188,169.0,122.0,0.4182,0.5818,5.0,4.0,3.0,2.0,17.0,16.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
2025-10-10,Munster,Edinburgh,20.0,19.0,6.0,6.0,11.0,14.0,20.0,19.0,10.0,12.0,132.0,115.0,59.0,43.0,59.0,62.0,9.0,4.0,0.0,2.0,24.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,451.0,493.0,451.0,493.0,0.0,0.6667000000000001,0.0,0.0,15.0,21.0,0.7778,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,14.0,13.0,1.0,0.8,0.0,1.0,0.0,0.0,7.0,5.0,7.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,375.0,238.0,4.0,1.0,4.0,1.0,0.0,0.0,19.0,24.0,13.0,7.0,36.0,35.0,10.0,6.0,155.0,136.0,10.0,14.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,20.0,19.0,0.5021,0.4979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.2,4.0,3.0,0.9326,0.9651,2.0,1.0,79.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,7.0,5.0,0.0,0.0,6.0,3.0,1.0,2.0,0.8332999999999999,0.7629,145.0,148.0,0.5,0.5,4.0,3.0,0.0,2.0,18.0,13.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0
2025-10-10,Scarlets,Stormers,0.0,34.0,2.0,10.0,15.0,10.0,0.0,34.0,0.0,17.0,109.0,72.0,35.0,35.0,60.0,23.0,2.0,7.0,0.0,3.0,28.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,790.0,902.0,790.0,902.0,0.0,0.5,0.0,0.0,32.0,30.0,1.0,0.8845999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,3.0,16.0,23.0,0.5,1.0,1.0,0.0,0.0,0.0,2.0,12.0,1.0,12.0,1.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,169.0,272.0,0.0,2.0,0.0,4.0,0.0,2.0,10.0,28.0,10.0,14.0,47.0,50.0,5.0,4.0,140.0,66.0,20.0,11.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,34.0,0.0,31.0,0.588,0.412,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.3333,0.0,4.0,3.0,0.9574,0.9388,0.0,1.0,86.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,8.0,0.0,1.0,1.0,3.0,0.0,4.0,0.7706000000000001,0.8011,84.0,145.0,0.5183,0.4817,0.0,8.0,0.0,4.0,16.0,26.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0
2025-10-11,Benetton,Lions,41.0,15.0,7.0,8.0,13.0,14.0,41.0,15.0,24.0,10.0,118.0,127.0,65.0,57.0,36.0,47.0,16.0,10.0,4.0,1.0,27.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,711.0,680.0,711.0,680.0,0.7143,0.6667000000000001,0.0,0.0,30.0,26.0,0.9,0.6667000000000001,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,9.0,12.0,1.0,0.3333,0.0,2.0,0.0,1.0,4.0,3.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,665.0,410.0,2.0,1.0,2.0,1.0,0.0,0.0,29.0,27.0,13.0,8.0,48.0,46.0,6.0,17.0,141.0,170.0,9.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,41.0,15.0,41.0,12.0,0.4915,0.5085000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.9178,0.9605,3.0,1.0,65.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,7.0,0.0,1.0,7.0,5.0,1.0,1.0,0.6726000000000001,0.7254999999999999,113.0,111.0,0.4161999999999999,0.5838,7.0,3.0,5.0,2.0,10.0,18.0,6.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2025-10-11,Cardiff,Connacht,14.0,8.0,9.0,10.0,24.0,11.0,14.0,8.0,7.0,3.0,152.0,161.0,51.0,50.0,75.0,90.0,8.0,8.0,2.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1058.0,1219.0,1058.0,1219.0,1.0,0.5,0.0,0.0,42.0,39.0,0.875,0.5714,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,14.0,8.0,0.6667000000000001,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,347.0,0.0,1.0,0.0,1.0,0.0,0.0,20.0,20.0,11.0,9.0,55.0,52.0,4.0,6.0,156.0,162.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0,8.0,14.0,8.0,0.4771,0.5229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.25,11.0,7.0,0.9439,0.9444,4.0,1.0,99.0,119.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.8,0.9,4.0,9.0,1.0,1.0,3.0,8.0,0.0,0.0,0.875,0.8632,210.0,164.0,0.4457,0.5543,2.0,2.0,2.0,1.0,16.0,14.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-10-11,Glasgow,Dragons,49.0,0.0,8.0,10.0,10.0,17.0,49.0,0.0,14.0,0.0,176.0,107.0,75.0,32.0,86.0,71.0,8.0,5.0,6.0,0.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,478.0,278.0,478.0,278.0,1.0,0.0,0.0,0.0,20.0,11.0,0.9333,0.8125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,14.0,13.0,0.8571,0.3333,1.0,2.0,0.0,0.0,7.0,3.0,6.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,596.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,20.0,14.0,7.0,42.0,31.0,8.0,4.0,228.0,144.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,49.0,0.0,49.0,0.0,0.5919,0.4081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.937,0.9639,1.0,1.0,117.0,77.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8332999999999999,0.8571,5.0,6.0,2.0,1.0,2.0,3.0,1.0,2.0,0.8889,0.8423,152.0,203.0,0.542,0.4579999999999999,6.0,0.0,6.0,0.0,15.0,16.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-10-11,Leinster,Sharks,31.0,5.0,9.0,4.0,19.0,16.0,31.0,5.0,21.0,5.0,145.0,95.0,69.0,32.0,53.0,50.0,13.0,5.0,3.0,0.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,791.0,691.0,791.0,691.0,0.6,0.0,0.0,0.0,34.0,30.0,0.9412,0.6875,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,16.0,11.0,0.75,0.6667000000000001,1.0,1.0,0.0,0.0,4.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0,264.0,2.0,1.0,2.0,1.0,0.0,0.0,17.0,22.0,14.0,7.0,54.0,38.0,13.0,3.0,181.0,105.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,31.0,5.0,31.0,5.0,0.5637,0.4363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,1.0,0.9259,0.0,2.0,90.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.8332999999999999,1.0,5.0,7.0,0.0,2.0,4.0,3.0,1.0,2.0,0.8609,0.7411,130.0,146.0,0.5131,0.4869,5.0,1.0,3.0,0.0,17.0,16.0,5.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-10-11,Ospreys,Zebre,24.0,0.0,6.0,6.0,20.0,16.0,24.0,0.0,14.0,0.0,176.0,68.0,73.0,22.0,78.0,32.0,8.0,5.0,3.0,0.0,42.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,625.0,502.0,625.0,502.0,1.0,0.0,0.0,0.0,27.0,20.0,0.9167,0.6875,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,11.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,42.0,11.0,2.0,50.0,34.0,14.0,6.0,191.0,93.0,7.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,24.0,0.0,0.6594,0.3406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,0.9619,0.9362,1.0,0.0,98.0,41.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.7273000000000001,8.0,8.0,0.0,1.0,5.0,6.0,3.0,1.0,0.7419,0.7362000000000001,69.0,187.0,0.6404000000000001,0.3596,4.0,0.0,4.0,0.0,12.0,16.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2025-10-11,Ulster,Bulls,28.0,7.0,5.0,9.0,17.0,18.0,28.0,7.0,7.0,7.0,116.0,100.0,51.0,44.0,50.0,44.0,14.0,1.0,4.0,1.0,23.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,486.0,458.0,486.0,458.0,0.8,1.0,0.0,0.0,20.0,21.0,0.8332999999999999,0.7646999999999999,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,13.0,0.75,0.25,1.0,3.0,0.0,0.0,4.0,4.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,301.0,0.0,0.0,1.0,0.0,1.0,0.0,21.0,23.0,11.0,14.0,38.0,46.0,17.0,7.0,133.0,117.0,16.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,7.0,28.0,7.0,0.4736999999999999,0.5263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,2.0,0.0,1.0,0.0,0.3333,3.0,2.0,0.9333,0.961,3.0,0.0,67.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,10.0,12.0,1.0,1.0,9.0,5.0,0.0,6.0,0.7716,0.7093,125.0,122.0,0.4975,0.5025,5.0,1.0,4.0,1.0,6.0,17.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2025-10-17,Connacht,Bulls,27.0,28.0,7.0,3.0,10.0,19.0,27.0,28.0,7.0,12.0,179.0,105.0,65.0,39.0,87.0,38.0,7.0,9.0,2.0,2.0,26.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,796.0,664.0,796.0,664.0,0.5,0.8,0.0,0.0,30.0,28.0,1.0,0.9167,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,11.0,1.0,0.5,0.0,2.0,0.0,0.0,3.0,4.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,369.0,2.0,1.0,3.0,1.0,1.0,0.0,13.0,26.0,8.0,6.0,44.0,44.0,6.0,3.0,196.0,122.0,9.0,6.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,27.0,28.0,24.0,25.0,0.6254,0.3746,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,7.0,6.0,0.0,0.0,0.0,1.0,0.2857,0.0,3.0,3.0,0.9928,0.9701,0.0,1.0,136.0,63.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7143,1.0,5.0,4.0,1.0,0.0,4.0,2.0,0.0,2.0,0.8284,0.8641,111.0,248.0,0.6265999999999999,0.3734,6.0,5.0,3.0,4.0,10.0,12.0,4.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0
2025-10-17,Dragons,Cardiff,17.0,24.0,7.0,4.0,13.0,14.0,17.0,24.0,7.0,17.0,132.0,125.0,43.0,37.0,75.0,66.0,10.0,6.0,2.0,2.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,875.0,870.0,875.0,870.0,0.6,0.5,0.0,0.0,34.0,38.0,0.9,0.8332999999999999,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,18.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,283.0,291.0,0.0,2.0,2.0,2.0,2.0,0.0,18.0,22.0,6.0,6.0,47.0,47.0,2.0,6.0,158.0,156.0,9.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,24.0,14.0,24.0,0.5282,0.4718,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.4,0.3333,5.0,6.0,0.9655,0.9694,2.0,0.0,108.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.8103,0.8522,158.0,173.0,0.521,0.479,5.0,4.0,3.0,2.0,20.0,12.0,2.0,4.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
